farmyr,Year,Longitude,Latitude
14-030-013-00022-00-na 2008,2008,-5.129233663,37.75822726
14-030-013-00022-00-na 2009,2009,-5.129233663,37.75822726
14-030-013-00022-00-na 2010,2010,-5.129233663,37.75822726
14-030-013-00022-00-na 2011,2011,-5.129233663,37.75822726
14-030-014-00005-00-e8 2006,2006,-5.09935422,37.76048477
14-030-014-00005-00-e8 2007,2007,-5.09935422,37.76048477
14-030-014-00005-00-e8 2008,2008,-5.09935422,37.76048477
14-030-014-00005-00-e8 2009,2009,-5.09935422,37.76048477
14-030-014-00019-00-00 2006,2006,-5.117932847,37.75360971
14-030-014-00019-00-00 2007,2007,-5.117932847,37.75360971
14-030-014-00019-00-00 2008,2008,-5.117932847,37.75360971
14-030-014-00019-00-00 2009,2009,-5.117932847,37.75360971
14-030-014-00019-00-00 2010,2010,-5.117932847,37.75360971
14-030-014-00022-00-m8 2007,2007,-5.120849268,37.75080866
14-030-014-00070-00-01 2006,2006,-5.106625877,37.75312755
14-030-014-00070-01-01 2009,2009,-5.106755889,37.75410975
14-030-014-00070-01-01 2010,2010,-5.106755889,37.75410975
14-030-014-00070-01-01 2011,2011,-5.106755825,37.7541075
14-030-015-00032-00-00 2007,2007,-5.085574442,37.74069637
14-030-015-00032-00-00 2008,2008,-5.085574442,37.74069637
14-030-015-00032-00-00 2009,2009,-5.085574442,37.74069637
14-030-015-00032-00-00 2010,2010,-5.085574442,37.74069637
14-030-015-00032-00-00 2011,2011,-5.085574442,37.74069637
14-030-015-00044-01 2017,2017,-5.093858769,37.73828748
14-030-015-00044-01 2018,2018,-5.093858769,37.73828748
14-030-015-00044-01-00 2019,2019,-5.093858769,37.73828748
14-030-015-00052-01 2017,2017,-5.096688697,37.73482169
14-030-015-00059-00-c3 2006,2006,-5.10305102,37.73790748
14-030-015-00059-00-c3 2007,2007,-5.10305102,37.73790748
14-030-015-00059-02-00 2012,2012,-5.103060833,37.73785323
14-030-015-00059-02-00 2013,2013,-5.103060833,37.73785323
14-030-015-00059-02-00 2014,2014,-5.103060833,37.73785323
14-030-015-00059-02-00 2015,2015,-5.103060833,37.73785323
14-030-015-00059-02-00 2016,2016,-5.103060833,37.73785323
14-030-016-00004-01-00 2012,2012,-5.100387772,37.73200722
14-030-016-00004-01-00 2013,2013,-5.100387772,37.73200722
14-030-016-00004-01-00 2014,2014,-5.100387772,37.73200722
14-030-016-00004-01-00 2015,2015,-5.100387772,37.73200722
14-030-016-00004-01-00 2016,2016,-5.100387772,37.73200722
14-030-016-00005-00-na 2007,2007,-5.092806892,37.73075429
14-030-016-00005-00-na 2008,2008,-5.092806892,37.73075429
14-030-016-00005-00-na 2009,2009,-5.092806892,37.73075429
14-030-016-00005-00-na 2010,2010,-5.092806892,37.73075429
14-030-016-00005-00-na 2011,2011,-5.092806892,37.73075429
14-030-016-00005-00-na 2012,2012,-5.092806892,37.73075429
14-030-016-00005-00-na 2013,2013,-5.092806892,37.73075429
14-030-016-00007 2011,2011,-5.092290353,37.73578303
14-030-016-00007 2012,2012,-5.092290353,37.73578303
14-030-016-00007 2013,2013,-5.092290353,37.73578303
14-030-016-00048-01-00 2009,2009,-5.085964598,37.71739927
14-030-016-00048-01-00 2010,2010,-5.085964598,37.71739927
14-030-016-00048-01-00 2011,2011,-5.085964449,37.71739395
14-030-016-00048-01-00 2012,2012,-5.085964449,37.71739395
14-030-016-00048-01-00 2013,2013,-5.085964449,37.71739395
14-030-016-00081-03-00 2009,2009,-5.100555657,37.72550096
14-030-016-00081-03-00 2010,2010,-5.100555657,37.72550096
14-030-016-00081-03-00 2011,2011,-5.100555566,37.72549772
14-030-016-00086-00-02 2006,2006,-5.103416316,37.72635688
14-030-016-00086-00-c8 2006,2006,-5.103416061,37.72634787
14-030-016-00086-00-c8 2007,2007,-5.103416061,37.72634787
14-030-016-00096-00-05 2006,2006,-5.096406638,37.72683325
14-030-016-00102-00-m5 2007,2007,-5.089564214,37.72559401
14-030-016-00102-01-02 2009,2009,-5.089564214,37.72559401
14-030-016-00102-01-02 2010,2010,-5.089564214,37.72559401
14-030-016-00102-01-02 2011,2011,-5.089564214,37.72559401
14-030-016-00102-01-02 2012,2012,-5.089564214,37.72559401
14-030-016-00102-01-02 2013,2013,-5.089564214,37.72559401
14-030-017-00051-01-00 2012,2012,-5.077468288,37.64386291
14-030-017-00051-01-00 2013,2013,-5.077468288,37.64386291
14-030-017-00051-01-00 2014,2014,-5.077468288,37.64386291
14-030-017-00051-01-00 2015,2015,-5.077468288,37.64386291
14-030-017-00051-01-00 2016,2016,-5.077468288,37.64386291
14-030-017-00085-02-00 2012,2012,-5.068995377,37.6411641
